LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Unit.Code,Unit,PowerCode.Code,PowerCode,Reference.Period.Code,Reference.Period,Value
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.338
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,105.6735
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,111.1116
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,112.2699
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,110.5401
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,120.4435
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,134.5891
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,134.8849
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,99.96095
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,99.23885
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,99.04871
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,96.54376
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,91.01942
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,84.27531
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,82.01012
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,76.80181
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.5461
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,103.5956
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,105.1611
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,107.9332
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,110.426
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,113.5426
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,118.2715
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,122.3808
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,102.8562
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,105.4049
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,108.3182
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,109.8284
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,107.9815
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,110.2576
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,112.6344
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,115.7704
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,102.5343
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,105.3025
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,108.0981
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,109.4076
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,108.7096
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,111.2633
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,120.6866
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,128.3103
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.6767
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,103.4284
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,105.5621
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,109.3947
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,113.4492
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,116.3457
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,122.1232
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,126.4153
